why,interesting,linkedinExperienceTitle,linkedinSearchResultUri,linkedInProfileUri,linkedInSearchQueryString
,,UX Engineer,https://www.linkedin.com/in/rvmook/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BtM%2FvwhUiR7i6vlJ43rCgMA%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=CFvSTXZnRzSPK%2B%2FjREkV8Q%3D%3D,https://www.linkedin.com/in/rvmook/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BtM%2FvwhUiR7i6vlJ43rCgMA%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=CFvSTXZnRzSPK%2B%2FjREkV8Q%3D%3D
,x,UX Engineer,https://www.linkedin.com/in/erikhaddad/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BtM%2FvwhUiR7i6vlJ43rCgMA%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=J379AMewTzimbeWP8l25DA%3D%3D,https://www.linkedin.com/in/erikhaddad/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BtM%2FvwhUiR7i6vlJ43rCgMA%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=J379AMewTzimbeWP8l25DA%3D%3D
,,UX Engineer,https://www.linkedin.com/in/kennethcachia/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BtM%2FvwhUiR7i6vlJ43rCgMA%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=ma4ducmDTaO0dWQGrC1UNQ%3D%3D,https://www.linkedin.com/in/kennethcachia/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BtM%2FvwhUiR7i6vlJ43rCgMA%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=ma4ducmDTaO0dWQGrC1UNQ%3D%3D
,,UX Engineer,https://www.linkedin.com/in/jonathan-chinchilla-5a76478/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BtM%2FvwhUiR7i6vlJ43rCgMA%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=4sbeYxyUSgeU9Mjm88vz7w%3D%3D,https://www.linkedin.com/in/jonathan-chinchilla-5a76478/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BtM%2FvwhUiR7i6vlJ43rCgMA%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=4sbeYxyUSgeU9Mjm88vz7w%3D%3D
,,UX Engineer,https://www.linkedin.com/in/tim-s-21350729/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BtM%2FvwhUiR7i6vlJ43rCgMA%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=3GcVXl2QS8CVGWfV8pCfwA%3D%3D,https://www.linkedin.com/in/tim-s-21350729/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BtM%2FvwhUiR7i6vlJ43rCgMA%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=3GcVXl2QS8CVGWfV8pCfwA%3D%3D
,x,UX Engineer,https://www.linkedin.com/in/fightinjoe/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BZmG1u4B9TNCIoBEPYFFHew%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=aMSlpSgmTeSfZYbahyRq0w%3D%3D,https://www.linkedin.com/in/fightinjoe/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BZmG1u4B9TNCIoBEPYFFHew%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=aMSlpSgmTeSfZYbahyRq0w%3D%3D
,,UX Engineer,https://www.linkedin.com/in/jtrenton/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BZmG1u4B9TNCIoBEPYFFHew%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=0a5%2BwZTJS4KKNTqqQUF2LQ%3D%3D,https://www.linkedin.com/in/jtrenton/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BZmG1u4B9TNCIoBEPYFFHew%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=0a5%2BwZTJS4KKNTqqQUF2LQ%3D%3D
,,"Senior UX Engineer, Front End",https://www.linkedin.com/in/mttpwll/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BZmG1u4B9TNCIoBEPYFFHew%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=%2B0jrJ6%2FHT5WDYFYAZYcxFQ%3D%3D,https://www.linkedin.com/in/mttpwll/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BZmG1u4B9TNCIoBEPYFFHew%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=%2B0jrJ6%2FHT5WDYFYAZYcxFQ%3D%3D
,,UX Engineer & Tech Lead,https://www.linkedin.com/in/anjren/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BZmG1u4B9TNCIoBEPYFFHew%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=qKvLGoBcS6mhhX%2FIbi0Pgg%3D%3D,https://www.linkedin.com/in/anjren/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BZmG1u4B9TNCIoBEPYFFHew%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=qKvLGoBcS6mhhX%2FIbi0Pgg%3D%3D
,,"UX Engineer, Android Platform",https://www.linkedin.com/in/marvinbernal/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BZmG1u4B9TNCIoBEPYFFHew%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=bMCfxWIWRFCeEpEzhiLQyQ%3D%3D,https://www.linkedin.com/in/marvinbernal/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BZmG1u4B9TNCIoBEPYFFHew%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=bMCfxWIWRFCeEpEzhiLQyQ%3D%3D
,xx,UX Engineer,https://www.linkedin.com/in/oisinlavery/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BZmG1u4B9TNCIoBEPYFFHew%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=Ipr85QxqSNa7jbV9hKnEGg%3D%3D,https://www.linkedin.com/in/oisinlavery/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BZmG1u4B9TNCIoBEPYFFHew%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=Ipr85QxqSNa7jbV9hKnEGg%3D%3D
,,Software Engineer,https://www.linkedin.com/in/tatiana-campbell-6a7aa214/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BZmG1u4B9TNCIoBEPYFFHew%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=WRNEPzhzRBq1ys91XDHlYg%3D%3D,https://www.linkedin.com/in/tatiana-campbell-6a7aa214/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BZmG1u4B9TNCIoBEPYFFHew%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=WRNEPzhzRBq1ys91XDHlYg%3D%3D
,,UX Engineer,https://www.linkedin.com/in/dannykingme/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BZmG1u4B9TNCIoBEPYFFHew%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=XbrwEDuhRJy1h5sOU1DPSA%3D%3D,https://www.linkedin.com/in/dannykingme/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BZmG1u4B9TNCIoBEPYFFHew%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=XbrwEDuhRJy1h5sOU1DPSA%3D%3D
,,UX Engineer,https://www.linkedin.com/in/joryphillips/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BZmG1u4B9TNCIoBEPYFFHew%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=02xxUWKyRzmADCsTsfT%2BHg%3D%3D,https://www.linkedin.com/in/joryphillips/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BZmG1u4B9TNCIoBEPYFFHew%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=02xxUWKyRzmADCsTsfT%2BHg%3D%3D
,x,UX Engineer,https://www.linkedin.com/in/sehughes/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BZmG1u4B9TNCIoBEPYFFHew%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=5ZkHyynDQQ6PGQ2wnohLmQ%3D%3D,https://www.linkedin.com/in/sehughes/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BZmG1u4B9TNCIoBEPYFFHew%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=5ZkHyynDQQ6PGQ2wnohLmQ%3D%3D
"data visualization engineer title before, working on google cloud",x,"UX Engineer, Front End",https://www.linkedin.com/in/littleton-riggins-386b2a21/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BzD7IFhejQ3ymDXYycTjwBQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=zLTxTAfXSBSEVoQ9cOa3%2FQ%3D%3D,https://www.linkedin.com/in/littleton-riggins-386b2a21/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BzD7IFhejQ3ymDXYycTjwBQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=zLTxTAfXSBSEVoQ9cOa3%2FQ%3D%3D
,,UX Engineer,https://www.linkedin.com/in/jonathantyates/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BzD7IFhejQ3ymDXYycTjwBQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=J4P8kM%2BWRqGOgSGxY2n0dw%3D%3D,https://www.linkedin.com/in/jonathantyates/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BzD7IFhejQ3ymDXYycTjwBQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=J4P8kM%2BWRqGOgSGxY2n0dw%3D%3D
google cloud,x,UX Engineer,https://www.linkedin.com/in/danielpherbert/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BzD7IFhejQ3ymDXYycTjwBQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=tRMlLsm%2BRzCnmHKtuMzRlA%3D%3D,https://www.linkedin.com/in/danielpherbert/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BzD7IFhejQ3ymDXYycTjwBQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=tRMlLsm%2BRzCnmHKtuMzRlA%3D%3D
,,"UX Engineer, Identity",https://www.linkedin.com/in/zackyma/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BzD7IFhejQ3ymDXYycTjwBQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=nQuBrfCORDukYZv2zJ1DEA%3D%3D,https://www.linkedin.com/in/zackyma/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BzD7IFhejQ3ymDXYycTjwBQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=nQuBrfCORDukYZv2zJ1DEA%3D%3D
knows Annie Ha from Adatao,x,Senior UX Engineer,https://www.linkedin.com/in/anhdnguyen/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BzD7IFhejQ3ymDXYycTjwBQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=Yj2CSIAmTUOoDcD28tGFSg%3D%3D,https://www.linkedin.com/in/anhdnguyen/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BzD7IFhejQ3ymDXYycTjwBQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=Yj2CSIAmTUOoDcD28tGFSg%3D%3D
"""The ZOO"" Google global creative team",x,Senior UX Engineer,https://www.linkedin.com/in/lbayliss/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BzD7IFhejQ3ymDXYycTjwBQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=bU4KQlSSR722L2ftIcPhHA%3D%3D,https://www.linkedin.com/in/lbayliss/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BzD7IFhejQ3ymDXYycTjwBQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=bU4KQlSSR722L2ftIcPhHA%3D%3D
mentions d3,x,Senior UX Engineer,https://www.linkedin.com/in/kaushalvinodshah/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BzD7IFhejQ3ymDXYycTjwBQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=inLI7KzHQoOtl7uPu%2FwAlQ%3D%3D,https://www.linkedin.com/in/kaushalvinodshah/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BzD7IFhejQ3ymDXYycTjwBQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=inLI7KzHQoOtl7uPu%2FwAlQ%3D%3D
,,Software Engineer / UX Engineer,https://www.linkedin.com/in/ryan-shea-803947138/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BzD7IFhejQ3ymDXYycTjwBQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=4Mr5%2FKueS4qBSGQgbBfiLQ%3D%3D,https://www.linkedin.com/in/ryan-shea-803947138/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BzD7IFhejQ3ymDXYycTjwBQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=4Mr5%2FKueS4qBSGQgbBfiLQ%3D%3D
nice description of mocks and prototypes,x,UX Engineer (Search & Assistant),https://www.linkedin.com/in/andrewswank/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BzD7IFhejQ3ymDXYycTjwBQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=AoQJPfgKR0y8Sb99fwdV6Q%3D%3D,https://www.linkedin.com/in/andrewswank/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BzD7IFhejQ3ymDXYycTjwBQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=AoQJPfgKR0y8Sb99fwdV6Q%3D%3D
,,UX Engineer,https://www.linkedin.com/in/jonathansng/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BzD7IFhejQ3ymDXYycTjwBQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=Em%2FetbcDQyu4z9tqqdtriw%3D%3D,https://www.linkedin.com/in/jonathansng/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BzD7IFhejQ3ymDXYycTjwBQ%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=Em%2FetbcDQyu4z9tqqdtriw%3D%3D
third person bio,x,Senior UX Engineer (Doodle & Assistant),https://www.linkedin.com/in/cmiscm/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BoGUKkYVBQKO2hIRAjZlfDg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=kaS4d1vXRRiqMImexVtY1A%3D%3D,https://www.linkedin.com/in/cmiscm/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BoGUKkYVBQKO2hIRAjZlfDg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=kaS4d1vXRRiqMImexVtY1A%3D%3D
first lego leaugue referee,x,UX Engineer/Designer,https://www.linkedin.com/in/xavier-benavides-palos-24a03081/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BoGUKkYVBQKO2hIRAjZlfDg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=TKZGkwz3TJ69eOjGyqMBSQ%3D%3D,https://www.linkedin.com/in/xavier-benavides-palos-24a03081/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BoGUKkYVBQKO2hIRAjZlfDg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=TKZGkwz3TJ69eOjGyqMBSQ%3D%3D
long endorsement,x,UX Engineer,https://www.linkedin.com/in/robert-webb-66009b108/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BoGUKkYVBQKO2hIRAjZlfDg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=35CaYCotS9makELyWReRTQ%3D%3D,https://www.linkedin.com/in/robert-webb-66009b108/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BoGUKkYVBQKO2hIRAjZlfDg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=35CaYCotS9makELyWReRTQ%3D%3D
,,Senior UX Engineer,https://www.linkedin.com/in/dillon-grove-46709a34/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BoGUKkYVBQKO2hIRAjZlfDg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=dK6e%2Bn%2BARH%2BeXnvelKT6LA%3D%3D,https://www.linkedin.com/in/dillon-grove-46709a34/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BoGUKkYVBQKO2hIRAjZlfDg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=dK6e%2Bn%2BARH%2BeXnvelKT6LA%3D%3D
"pixelated profile photo, mixed reality researcher",x ,Senior UX Engineer,https://www.linkedin.com/in/dabhaid/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BoGUKkYVBQKO2hIRAjZlfDg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=ibJV4VFyT2CpPJFT1EQgmA%3D%3D,https://www.linkedin.com/in/dabhaid/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BoGUKkYVBQKO2hIRAjZlfDg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=ibJV4VFyT2CpPJFT1EQgmA%3D%3D
,,UX Engineer,https://www.linkedin.com/in/samkeene/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BoGUKkYVBQKO2hIRAjZlfDg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=xTm99%2BvgS3C08yD9HJN7wQ%3D%3D,https://www.linkedin.com/in/samkeene/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BoGUKkYVBQKO2hIRAjZlfDg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=xTm99%2BvgS3C08yD9HJN7wQ%3D%3D
,,Senior UX Engineer,https://www.linkedin.com/in/egpark/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BoGUKkYVBQKO2hIRAjZlfDg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=Om7S5ZxiTJe70BC4o7i50w%3D%3D,https://www.linkedin.com/in/egpark/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BoGUKkYVBQKO2hIRAjZlfDg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=Om7S5ZxiTJe70BC4o7i50w%3D%3D
"knows Tony Chu, third person bio",x,Senior UX Engineer,https://www.linkedin.com/in/jeffhoefs/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BoGUKkYVBQKO2hIRAjZlfDg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=eX9H9QwDRhCua1%2BYsZPrxQ%3D%3D,https://www.linkedin.com/in/jeffhoefs/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BoGUKkYVBQKO2hIRAjZlfDg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=eX9H9QwDRhCua1%2BYsZPrxQ%3D%3D
google cloud,x,UX Engineer,https://www.linkedin.com/in/nkester/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BoGUKkYVBQKO2hIRAjZlfDg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=NvP8PTkxQHym%2FKTpCyVwJw%3D%3D,https://www.linkedin.com/in/nkester/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BoGUKkYVBQKO2hIRAjZlfDg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=NvP8PTkxQHym%2FKTpCyVwJw%3D%3D
"mentions d3, college radio, humorous bio, also Rice University. Knows Houston people Paige Bailey and Ian Wells",x,UX Engineer / Interaction Designer,https://www.linkedin.com/in/joeyjyang/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BoGUKkYVBQKO2hIRAjZlfDg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=eLXSgoqRS%2Bmyx5DYgNCJ8A%3D%3D,https://www.linkedin.com/in/joeyjyang/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3BoGUKkYVBQKO2hIRAjZlfDg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=eLXSgoqRS%2Bmyx5DYgNCJ8A%3D%3D
,,UX Engineer,https://www.linkedin.com/in/chriswgonzalez/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3Bh8C6K0k2QRmASvctgwP4jw%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=k4moPbliQ3iCk%2F%2FYRBe49g%3D%3D,https://www.linkedin.com/in/chriswgonzalez/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3Bh8C6K0k2QRmASvctgwP4jw%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=k4moPbliQ3iCk%2F%2FYRBe49g%3D%3D
,,Senior UX Engineer,https://www.linkedin.com/in/ben-mccanny-0bba2126/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3Bh8C6K0k2QRmASvctgwP4jw%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=2%2FJQ9qvwTESNnBnrcgHFUg%3D%3D,https://www.linkedin.com/in/ben-mccanny-0bba2126/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3Bh8C6K0k2QRmASvctgwP4jw%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=2%2FJQ9qvwTESNnBnrcgHFUg%3D%3D
,,Staff UX Engineer,https://www.linkedin.com/in/michaltodorovic/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3Bh8C6K0k2QRmASvctgwP4jw%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=Y3E9blAYTDiKS5Ed9Qb9hA%3D%3D,https://www.linkedin.com/in/michaltodorovic/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3Bh8C6K0k2QRmASvctgwP4jw%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=Y3E9blAYTDiKS5Ed9Qb9hA%3D%3D
nyt experience,x,"UX Engineer, Front End Engineering",https://www.linkedin.com/in/jguintohsu/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3Bh8C6K0k2QRmASvctgwP4jw%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=tV%2FFomvERxeX84SXWx6Bgw%3D%3D,https://www.linkedin.com/in/jguintohsu/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3Bh8C6K0k2QRmASvctgwP4jw%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=tV%2FFomvERxeX84SXWx6Bgw%3D%3D
,,UX Engineer Staff Lead,https://www.linkedin.com/in/richardylo/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3Bh8C6K0k2QRmASvctgwP4jw%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=QpllO7dtSe%2BhPr0naWFL7w%3D%3D,https://www.linkedin.com/in/richardylo/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3Bh8C6K0k2QRmASvctgwP4jw%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=QpllO7dtSe%2BhPr0naWFL7w%3D%3D
,,Senior UX Engineer,https://www.linkedin.com/in/ejcavazos/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3Bh8C6K0k2QRmASvctgwP4jw%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=EfWuWNVdQC%2B0c8e87ls0Mg%3D%3D,https://www.linkedin.com/in/ejcavazos/,lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_people%3Bh8C6K0k2QRmASvctgwP4jw%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_people-search_srp_result&lici=EfWuWNVdQC%2B0c8e87ls0Mg%3D%3D
